player,pos,age,team,team_g,g,gs,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,offensive_raptor,defensive_raptor
Sekou Doumbouya,SF,19,DET,50,36.08,22.96,19.2,2.5,5.8,0.441,0.6,2.3,0.275,1.9,3.5,0.553,0.496,1,1.5,0.688,0.5,2.6,3.1,0.4,0.5,0.3,0.9,2.2,6.7,8.3,0.525,0.402,0.252,2.9,15.5,9.2,3.1,1.3,1.4,11.9,16.4,-0.164,0.492,0.328,0.019,-3.8,-1.5,-5.3,-0.656,-4.279104178,-2.383421425
PJ Dozier,PG,23,DEN,49,15.06122449,0,14.1,2.8,6.1,0.455,0.7,2.1,0.316,2.1,4,0.528,0.509,0.4,0.6,0.8,0.1,1.9,2,2.1,0.3,0.2,0.8,1.9,6.7,13.2,0.524,0.345,0.091,0.9,14.8,7.8,22.8,1.2,1.4,10.9,21.8,0.167346939,0.167346939,0.334693878,0.083,-1.4,-1.4,-2.8,0,-1.390641313,2.339595328
Goran Dragic,PG,33,MIA,48,63.20833333,1.708333333,28.1,5.4,12,0.449,2.2,5.6,0.391,3.2,6.4,0.5,0.541,2.9,3.8,0.752,0.5,2.5,2.9,5,0.6,0.2,2.5,1.9,15.8,16.2,0.579,0.467,0.318,1.9,9.3,5.8,28.9,1,0.7,15.7,25.5,2.391666667,1.366666667,3.929166667,0.104,1.6,-2.5,-0.9,0.5125,1.979718094,-2.626698503
Andre Drummond,C,26,DET,50,75.44,73.8,33.7,7.1,13.5,0.523,0,0.5,0.048,7,13,0.54,0.524,3.1,5.3,0.584,4.5,11.2,15.7,2.7,2,1.7,3.6,3.7,17.2,21.4,0.545,0.034,0.391,15.1,37.3,26.2,13.2,2.9,4.3,18.7,25,0.984,5.084,5.904,0.113,-1.8,4.5,2.6,2.952,-2.638465223,2.241536642
Jared Dudley,SF,34,LAL,48,58.08333333,1.708333333,8.5,0.6,1.4,0.435,0.5,0.9,0.5,0.1,0.4,0.286,0.609,0.1,0.1,1,0.1,1,1.1,0.5,0.3,0.1,0.2,1,1.7,8,0.619,0.696,0.043,1.5,12.5,7.2,7.6,1.8,0.9,11.3,7.7,0.5125,0.683333333,1.195833333,0.109,-1.3,0.7,-0.5,0.170833333,-1.725567812,1.396287904
Kris Dunn,PG,25,CHI,51,82,51.45098039,24.9,3,6.7,0.444,0.6,2.2,0.259,2.4,4.5,0.535,0.487,0.8,1.1,0.741,0.5,3.2,3.6,3.4,2,0.3,1.3,3.1,7.3,12.2,0.51,0.327,0.158,1.9,14.6,8,19.9,3.8,1.3,15.7,14.6,0.482352941,3.376470588,3.858823529,0.091,-2.1,2.8,0.7,1.447058824,-1.7139996,4.036407475
Carsen Edwards,SG,21,BOS,48,51.25,0,9.6,1.1,3.4,0.314,0.6,2.1,0.306,0.4,1.3,0.325,0.407,0.4,0.4,0.846,0.2,1.2,1.3,0.7,0.3,0.1,0.5,0.8,3.1,6.4,0.436,0.608,0.127,1.9,13,7.5,10.3,1.7,0.6,12.2,18.2,-0.5125,0.683333333,0,0.007,-3.9,-1,-4.9,-0.341666667,-6.16080192,0.255729389
Henry Ellenson,PF,23,BRK,48,8.541666667,0,3,0.2,1.4,0.143,0,0.8,0,0.2,0.6,0.333,0.143,0,0,0,0.4,0.8,1.2,0.2,0,0,0,0.2,0.4,-1.2,0.143,0.571,0,14,26.7,20.5,8.8,0,0,0,19.5,-0.170833333,0,-0.170833333,-0.185,-9.9,-3.1,-13,0,-5.065803076,16.41126737
Wayne Ellington,SG,32,NYK,50,39.36,1.64,14.1,1.3,4.2,0.317,1,3.5,0.301,0.3,0.8,0.389,0.441,0.3,0.3,0.75,0.1,1.5,1.6,1,0.4,0.1,0.6,0.9,4,5.9,0.454,0.822,0.079,0.6,11.9,6,9.5,1.3,0.6,11.8,14.9,-0.492,0.164,-0.164,-0.016,-3,-1.9,-4.9,-0.328,-2.212620297,0.249528129
Joel Embiid,C,25,PHI,50,55.76,55.76,30.8,7.5,15.9,0.472,1.2,3.9,0.321,6.3,12.1,0.521,0.511,6.7,8.1,0.822,2.6,9.5,12.1,3.1,0.7,1.4,3.1,3.4,23,24.8,0.589,0.242,0.509,9.3,33.7,21.6,17.1,1.2,3.7,13.6,31.7,3.608,3.444,7.052,0.198,1.4,2.2,3.6,2.46,0.300586931,3.70850214
James Ennis,SF,29,PHI,50,78.72,0,15.8,2,4.6,0.443,0.8,2.1,0.359,1.3,2.5,0.517,0.527,1,1.3,0.787,1,2.1,3.1,0.8,0.5,0.3,0.6,1.8,5.9,12.5,0.567,0.466,0.276,7.1,14.5,10.8,7.4,1.4,1.6,10.8,15.8,1.476,1.64,3.116,0.122,-0.8,0,-0.8,0.328,0.640673955,-1.236466211
Drew Eubanks,PF,22,SAS,48,11.95833333,0,5.4,1.3,2,0.643,0,0,0,1.3,2,0.643,0.643,0.4,0.4,1,0.9,1.4,2.3,0.3,0,0.1,0.6,0.7,3,21.5,0.685,0,0.214,17,27.8,22.4,8.3,0,2.3,20.7,21.9,0.170833333,0,0.170833333,0.153,-0.5,-2.1,-2.6,0,-5.913968794,-13.66684703
Jacob Evans,SG,22,GSW,50,41,0,14.6,1.6,4.7,0.342,0.5,1.2,0.387,1.1,3.4,0.326,0.393,0.8,1,0.84,0.3,1.1,1.4,1,0.4,0.4,1,1.4,4.5,5,0.441,0.265,0.214,2,8.5,5.1,9.7,1.3,2.2,16.3,17.9,-1.148,0.328,-0.82,-0.066,-6.9,-1.5,-8.3,-0.984,-5.415513846,-0.674814544
Dante Exum,SG,24,TOT,49,46.85714286,1.673469388,13.3,1.6,3.5,0.459,0.4,1.2,0.303,1.3,2.3,0.538,0.51,0.9,1.2,0.765,0.3,1.4,1.7,1.1,0.3,0.2,0.9,1,4.5,10,0.558,0.337,0.347,2.4,11.8,7.1,11.4,1.2,1.1,17.5,15.8,0.167346939,0.167346939,0.334693878,0.031,-2.8,-1.2,-4,-0.334693878,-2.204525354,-0.884320763
Tacko Fall,C,24,BOS,48,8.541666667,0,4.6,1.8,2.4,0.75,0,0,0,1.8,2.4,0.75,0.75,0.2,0.6,0.333,0,2,2,0,0,0.4,0.6,1,3.8,24.5,0.713,0,0.25,0,46.5,23.4,0,0,7.9,18.4,30.2,0,0.170833333,0,0.103,-9,-4.3,-13.3,-0.170833333,-9.693326563,-0.453170054
Derrick Favors,C,28,NOP,49,50.20408163,46.85714286,24.2,4.4,7.1,0.627,0,0.1,0.25,4.4,6.9,0.635,0.63,0.9,1.6,0.583,3.3,6.7,10,1.9,0.6,1.1,1.2,2.2,9.8,20.6,0.633,0.019,0.226,14.1,29.7,21.8,11.3,1.2,3.8,13.7,15.4,3.012244898,1.506122449,4.518367347,0.178,0.6,2.5,3.1,1.506122449,1.500782577,0.71887657
Cristiano Felicio,PF,27,CHI,51,17.68627451,0,16.5,1.5,2.3,0.68,0,0.1,0,1.5,2.2,0.708,0.68,0.7,0.9,0.8,2.1,2.2,4.3,0.5,0.3,0.1,0.7,1.3,3.8,12.6,0.714,0.04,0.4,13.3,15.1,14.2,4.7,0.8,0.5,21.4,8.9,0.482352941,0.321568627,0.803921569,0.133,-1.4,-0.2,-1.6,0,-1.401804242,-4.974437149
Terrance Ferguson,SF,21,OKC,50,59.04,59.04,26,1.8,4.6,0.398,1.1,3.6,0.32,0.7,1.1,0.658,0.521,0.3,0.3,0.818,0.6,1.1,1.7,0.9,0.6,0.3,0.7,3.2,5.1,4.7,0.533,0.771,0.066,2.5,4.6,3.5,4.8,1.1,1.1,13.2,9.3,0.164,0.984,1.148,0.036,-1.2,0.2,-1,0.328,-3.046491765,0.011593425
Bruno Fernando,C,21,ATL,50,68.88,18.04,12.5,1.7,3.5,0.503,0.1,0.7,0.133,1.6,2.7,0.6,0.517,0.6,0.9,0.615,1.2,2.2,3.4,0.9,0.3,0.4,0.9,2,4.1,11.4,0.537,0.207,0.269,10.3,19.1,14.6,10.6,1.2,2.4,19,15.8,0.164,0.656,0.82,0.043,-3.1,0.1,-3,-0.164,-2.984347558,1.052618985
Yogi Ferrell,PG,26,SAC,49,63.59183673,0,11.4,1.7,3.9,0.427,0.5,1.5,0.31,1.2,2.4,0.5,0.487,0.8,0.9,0.879,0.1,1,1.2,1.4,0.3,0.1,0.6,0.7,4.6,12.4,0.532,0.387,0.22,1.3,10.4,5.7,18.7,1.4,0.7,11.8,18.7,0.502040816,0.334693878,1.004081633,0.064,-1.8,-2.3,-4.1,-0.334693878,-1.655425675,2.038823568
Dorian Finney-Smith,PF,26,DAL,49,82,76.97959184,29.5,3.3,7.1,0.466,1.6,4.1,0.386,1.7,3,0.575,0.578,1.1,1.6,0.709,2.1,3.5,5.6,1.4,0.7,0.5,0.9,2.2,9.3,12.7,0.598,0.58,0.227,7.5,12.1,9.8,6.3,1.1,1.5,10.3,12.6,4.183673469,1.840816327,6.024489796,0.118,1.6,0.3,1.9,2.342857143,0.618905909,-0.18015588
Bryn Forbes,SG,26,SAS,48,82,80.29166667,25.4,3.9,9.6,0.401,2.2,6.1,0.364,1.6,3.5,0.467,0.517,1,1.3,0.82,0.2,1.9,2.1,1.8,0.5,0,0.9,1.8,11,10.3,0.54,0.638,0.132,1,8,4.5,10,0.9,0,8.3,18.8,1.025,0.5125,1.5375,0.035,0.4,-3.3,-2.9,-0.5125,-0.463320941,-3.543979902
Evan Fournier,SG,27,ORL,49,80.32653061,80.32653061,31.5,6.6,14.4,0.46,2.5,6.5,0.394,4.1,7.9,0.515,0.549,2.9,3.5,0.821,0.2,2.4,2.6,3.4,1.1,0.2,2,2.5,18.6,16.5,0.586,0.45,0.244,0.7,8.4,4.4,18.4,1.7,0.5,11.3,24.7,3.346938776,2.510204082,5.857142857,0.11,2.2,-1.7,0.4,1.506122449,1.259069425,-1.197695179
De'Aaron Fox,PG,22,SAC,49,51.87755102,48.53061224,31.4,7.3,15.2,0.477,0.9,3.2,0.296,6.3,12.1,0.524,0.507,4.4,6.4,0.688,0.8,3.5,4.3,7.1,1.6,0.5,3.4,2.9,19.9,20.6,0.55,0.208,0.422,2.7,13,7.7,37.9,2.5,1.7,15.9,29.8,2.175510204,1.673469388,3.681632653,0.11,2,0.3,2.3,1.840816327,2.576290607,-1.557188588
Melvin Frazier,SG,23,ORL,49,21.75510204,0,3.6,0.5,1.3,0.353,0.3,0.5,0.571,0.2,0.8,0.2,0.471,0.2,0.3,0.5,0.1,0.2,0.3,0.1,0.3,0.2,0.2,0.6,1.4,9.5,0.48,0.412,0.235,2.2,7,4.5,3.2,4.2,3.9,9.6,19.2,-0.167346939,0.167346939,0,0.041,-4.4,1.6,-2.8,0,-1.140857477,2.361910018
Michael Frazier,SG,25,HOU,48,8.541666667,0,8,0.6,1.8,0.333,0.4,1.4,0.286,0.2,0.4,0.5,0.444,0.6,0.8,0.75,0.2,0.4,0.6,0.2,0.2,0,0,1.6,2.2,5.5,0.511,0.778,0.444,2.6,5.2,3.9,3.2,1.2,0,0,11,0,0,0.170833333,0.074,-1.8,-2.9,-4.7,0,-0.688133589,-3.745289045
Tim Frazier,PG,29,DET,50,44.28,18.04,13.1,1.3,3.5,0.362,0.4,1.1,0.333,0.9,2.4,0.375,0.415,0.7,0.9,0.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6,9.8,0.464,0.319,0.255,2.9,7.6,5.2,36,1.9,0.9,25.6,17.1,-0.164,0.328,0.164,0.018,-3.8,-2.7,-6.4,-0.656,-2.902763371,1.92715648
Markelle Fultz,PG,21,ORL,49,80.32653061,71.95918367,27.7,4.8,10.5,0.459,0.4,1.7,0.253,4.4,8.8,0.5,0.48,1.6,2.2,0.731,0.5,3.1,3.6,4.6,1.3,0.2,2,2,11.7,13.8,0.509,0.164,0.206,1.8,12.2,6.8,27.2,2.3,0.6,15.1,21.2,0,2.844897959,2.844897959,0.061,-1.9,0.3,-1.6,0.167346939,-0.882220231,-0.883883034
Wenyen Gabriel,PF,22,TOT,49,21.75510204,1.673469388,5.8,0.5,1.5,0.3,0.1,0.7,0.111,0.4,0.8,0.455,0.325,0.5,0.8,0.6,0.4,0.5,0.8,0.3,0.3,0.2,0.5,1.1,1.5,4.6,0.389,0.45,0.5,7.1,9.2,8.1,7,2.6,3.6,19.7,17.4,-0.334693878,0.167346939,-0.167346939,-0.059,-6.1,0.8,-5.3,-0.167346939,-6.438598988,-4.333494693
Daniel Gafford,C,21,CHI,51,51.45098039,6.431372549,12.8,2.1,3.1,0.677,0,0,0,2.1,3.1,0.677,0.677,0.6,1.1,0.528,1.2,1.2,2.4,0.4,0.3,1.3,0.5,1.9,4.8,17.9,0.666,0,0.364,9.7,10.8,10.2,5.3,1.1,9.6,11.6,13.5,1.447058824,0.964705882,2.411764706,0.171,-1.4,4.3,2.9,0.803921569,-1.730132925,1.403633591
Danilo Gallinari,PF,31,OKC,50,68.88,68.88,30.6,5.9,13.4,0.441,3,7.4,0.41,2.9,6,0.48,0.554,4.4,4.8,0.906,0.7,5,5.7,2.3,0.7,0.1,1.4,1.2,19.2,20.1,0.619,0.552,0.359,2.6,17.3,10.2,11.8,1.1,0.3,8.1,24.3,5.74,2.132,7.872,0.178,3.9,-1.7,2.2,2.296,4.406016381,-1.21533902
Langston Galloway,SG,28,DET,50,82,9.84,25.6,3.4,8,0.429,2,5,0.398,1.5,3,0.48,0.552,1.2,1.5,0.849,0.5,1.8,2.2,1.4,0.8,0.2,0.6,1.4,10.1,12.3,0.583,0.621,0.182,2,7.8,4.9,8.2,1.5,0.6,6.5,15.7,2.952,0.82,3.772,0.088,1.1,-1.7,-0.7,0.656,1.264082136,-1.530949615
Darius Garland,PG,20,CLE,50,80.36,80.36,30.2,4.7,11.9,0.392,1.8,5.2,0.353,2.8,6.7,0.423,0.47,1.2,1.4,0.866,0.4,1.5,2,3.7,0.7,0,2.7,1.6,12.3,8.3,0.495,0.439,0.115,1.6,5.6,3.6,18.1,1.2,0,17.8,21.4,-2.132,-0.164,-2.296,-0.047,-2.5,-3.4,-5.9,-2.46,-2.508359317,-4.124987465
Marc Gasol,C,35,TOR,49,58.57142857,58.57142857,27.8,2.8,6.6,0.424,1.4,3.5,0.403,1.4,3.1,0.449,0.532,0.7,1,0.722,0.8,5.6,6.5,3.5,0.8,0.9,1.2,2.9,7.8,12.1,0.551,0.537,0.156,3.2,20.8,12.1,17,1.4,3.3,14.8,12.7,1.506122449,3.012244898,4.518367347,0.132,-1,3.6,2.6,1.840816327,-0.431886345,2.989519415
Rudy Gay,PF,33,SAS,48,76.875,8.541666667,21.6,3.6,8.2,0.442,1,3.2,0.317,2.6,5.1,0.52,0.503,1.8,2.1,0.86,0.9,4.6,5.6,1.8,0.4,0.5,1.5,1.4,10.1,14.7,0.55,0.383,0.251,4.7,22.7,13.8,11.7,1,2.1,13.8,21.2,0.854166667,1.366666667,2.220833333,0.063,-1.2,-0.5,-1.7,0.170833333,-1.448164695,0.870183238
Paul George,SF,29,LAC,49,46.85714286,46.85714286,30.1,7.5,17.5,0.427,3.5,8.9,0.395,4,8.6,0.459,0.527,4.4,4.9,0.904,0.5,5.5,5.9,3.7,1.4,0.5,3.1,2.4,22.8,20.6,0.581,0.506,0.278,1.6,18.3,10.1,19.9,2.2,1.4,13.7,31.1,2.008163265,2.342857143,4.183673469,0.144,3,0.5,3.5,2.008163265,3.440318076,1.618550123
Taj Gibson,C,34,NYK,50,77.08,67.24,16.5,2.4,4.4,0.553,0.1,0.2,0.273,2.4,4.1,0.569,0.561,0.6,0.8,0.722,1.8,2.6,4.4,1,0.5,0.4,0.8,2.1,5.5,14.8,0.579,0.053,0.175,10.9,17,13.8,8.8,1.4,2.4,14,14.1,1.804,0.984,2.788,0.105,-1.2,0.9,-0.3,0.492,-2.146856916,-0.857158712
Harry Giles,PF,21,SAC,49,38.48979592,6.693877551,11.3,2.2,4.3,0.51,0,0,0,2.2,4.3,0.51,0.51,0.6,0.7,0.875,0.7,2.2,2.9,1.3,0.5,0.4,0.9,2.2,5,15.7,0.543,0,0.163,7.2,22.4,14.6,18.3,2.3,3.3,16,21,0.334693878,0.669387755,0.836734694,0.095,-2.8,2.2,-0.6,0.167346939,-3.16087348,-3.44312891
Shai Gilgeous-Alexander,SG,21,OKC,50,82,82,35.5,7,15.3,0.459,1.2,3.5,0.335,5.8,11.8,0.496,0.497,4.2,5.1,0.819,0.7,5.4,6.2,3.2,1.2,0.6,2,1.7,19.4,17.2,0.553,0.23,0.332,2.4,16.3,9.6,14.2,1.6,1.5,10.1,24.2,3.116,3.608,6.56,0.109,-0.3,0.5,0.2,1.64,1.4851026,-0.60499538
Rudy Gobert,C,27,UTA,49,78.65306122,78.65306122,34.3,5.9,8.6,0.687,0,0,0,5.9,8.6,0.687,0.687,3.7,6.1,0.614,3.7,10.8,14.5,1.6,0.7,2,2,3.1,15.6,22.7,0.69,0,0.702,12.2,32.8,22.9,7,1,4.9,14.9,16.9,8.032653061,5.355102041,13.3877551,0.238,1.2,4.1,5.3,5.020408163,0.666475125,6.981437243
Brandon Goodwin,PG,24,ATL,50,32.8,1.64,13.3,2.4,6.2,0.387,0.9,2.7,0.321,1.6,3.6,0.437,0.456,0.9,0.9,1,0.4,1.9,2.2,1.7,0.5,0.2,1,1.5,6.6,12.2,0.497,0.427,0.145,2.8,15.1,8.9,19.9,1.8,0.9,12.6,23.6,-0.164,0.328,0.164,0.015,-2.1,-2,-4.1,-0.164,-2.608256034,0.624317098
Aaron Gordon,PF,24,ORL,49,71.95918367,71.95918367,31.7,5.1,12.3,0.419,1.2,3.9,0.298,4,8.3,0.476,0.467,2.1,3.1,0.664,1.6,5.5,7.1,2.8,0.7,0.5,1.5,1.9,13.5,13.3,0.496,0.319,0.254,5.2,19,11.8,14.2,1.1,1.4,10.1,20.7,0.334693878,2.67755102,3.012244898,0.064,-1.7,0.7,-1,0.502040816,-1.050162933,-1.511618212
Eric Gordon,SG,31,HOU,48,41,13.66666667,30,5.2,13.5,0.382,3.2,9.1,0.349,2,4.5,0.449,0.498,2.5,3.4,0.728,0.3,1.8,2.1,1.5,0.5,0.4,1.2,2,16,11.3,0.531,0.671,0.249,0.9,6.3,3.6,7.3,0.8,1.1,7.2,22.1,0.854166667,0.5125,1.366666667,0.053,-0.5,-3.5,-4,-0.683333333,0.015535068,-3.338725348
Devonte' Graham,PG,24,CHO,49,82,65.26530612,35.2,5.7,15.2,0.372,3.5,9.4,0.377,2.1,5.8,0.365,0.489,3.1,3.8,0.818,0.7,2.8,3.6,7.7,0.9,0.3,3,1.9,18,15.5,0.533,0.617,0.251,2.2,9.2,5.5,35.8,1.3,0.7,15,24.7,3.012244898,1.004081633,4.016326531,0.066,2.6,-2.9,-0.3,1.171428571,3.033879112,-1.652143089
Treveon Graham,SG,26,TOT,49,66.93877551,33.46938776,18,1.6,4.7,0.349,0.6,2.3,0.242,1.1,2.4,0.453,0.409,0.8,1,0.732,0.8,1.9,2.7,0.8,0.5,0.1,0.5,1.8,4.6,6,0.446,0.489,0.22,4.5,11.5,7.9,5.8,1.2,0.2,8.9,12.8,-0.334693878,0.669387755,0.167346939,0.009,-3.8,-1.2,-5,-0.836734694,-4.649355134,0.917361467
Jerami Grant,PF,25,DEN,49,82,26.7755102,25.6,3.9,8.5,0.463,1.3,3.3,0.396,2.6,5.2,0.506,0.541,1.9,2.7,0.714,0.9,2.7,3.6,1.1,0.6,0.9,0.8,2.1,11.1,14,0.574,0.393,0.319,3.9,11.6,7.7,6.4,1.2,3.1,7.9,17.8,2.844897959,2.342857143,5.020408163,0.116,-0.3,0.1,-0.1,1.004081633,-1.178207057,-2.062474052
Josh Gray,PG,26,NOP,49,3.346938776,0,11.5,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0,0,0,0.5,0.5,1,1,0,0,2.5,0.5,1,-5,0.5,0,0,4.5,4.7,4.6,10.5,0,0,71.4,12.5,-0.167346939,0,-0.167346939,-0.233,-11.3,-1.8,-13.2,-0.167346939,-12.09391326,2.290945168
Danny Green,SG,32,LAL,48,80.29166667,80.29166667,25,3.1,7.4,0.417,1.9,5.2,0.373,1.2,2.3,0.519,0.547,0.6,0.9,0.7,0.7,2.8,3.5,1.3,1.3,0.5,0.9,2.2,8.7,11.6,0.559,0.697,0.114,3.3,11.9,7.7,6.9,2.4,1.7,10,14.7,1.5375,2.904166667,4.441666667,0.107,0.5,1.1,1.6,1.879166667,1.042318993,2.560132647
Draymond Green,PF,29,GSW,50,60.68,60.68,29.1,3,7.7,0.386,0.9,3.1,0.276,2.1,4.6,0.462,0.442,1.6,2.1,0.756,0.6,5.7,6.3,6.2,1.5,0.8,2.2,2.6,8.4,12.9,0.487,0.407,0.274,2,21.7,11.5,30.7,2.4,2.5,20.6,15.9,-0.164,1.968,1.804,0.051,-2.5,2,-0.5,0.656,-2.008185628,1.844977622
JaMychal Green,PF,29,LAC,49,66.93877551,0,21,2.3,5.6,0.406,1.3,3.7,0.351,1,1.9,0.513,0.522,0.7,0.9,0.778,1.5,5.1,6.5,0.7,0.5,0.4,0.9,2.7,6.6,10.7,0.546,0.661,0.161,7.3,24.2,15.9,4.6,1.1,1.8,13.4,13.6,0.836734694,2.175510204,3.179591837,0.106,-1.4,0.9,-0.5,0.502040816,-1.701799748,-0.660770375
Javonte Green,SF,26,BOS,48,64.91666667,0,9,1.3,2.4,0.527,0.2,0.6,0.286,1.1,1.8,0.6,0.56,0.6,0.9,0.647,0.4,1.2,1.6,0.5,0.5,0.1,0.3,0.8,3.3,14.3,0.585,0.231,0.374,5.1,14.4,9.8,7.4,2.5,1.3,10.2,14.7,0.854166667,1.025,1.708333333,0.145,-1.1,1,-0.2,0.341666667,-1.058057548,0.127194147
Jeff Green,PF,33,UTA,49,50.20408163,3.346938776,18.4,2.5,6.5,0.385,1.1,3.5,0.327,1.4,3,0.451,0.472,1.6,2.1,0.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8,10.2,0.523,0.533,0.323,2.9,12.6,8,5.2,1.1,1.5,10.8,19.7,0,1.004081633,1.004081633,0.055,-2.1,-0.8,-2.9,-0.167346939,-3.516902881,-0.541766485
Blake Griffin,PF,30,DET,50,29.52,29.52,28.4,4.9,13.9,0.352,1.5,6.2,0.243,3.4,7.7,0.439,0.406,4.2,5.4,0.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5,12,0.476,0.444,0.392,3.7,14.7,9.2,17.7,0.7,1.1,12,28.2,-0.492,0.328,-0.164,-0.008,-2.1,-2.5,-4.6,-0.492,-0.633118273,-2.433250703
Marko Guduric,SG,24,MEM,49,53.55102041,0,13.4,1.6,4.2,0.37,0.6,2.2,0.286,0.9,2,0.462,0.444,0.6,0.7,0.905,0.4,1.6,1.9,1.3,0.3,0.2,1.1,1,4.3,7.1,0.482,0.519,0.156,3,12.3,7.7,12,1.2,1.4,19.1,17.3,-0.836734694,0.334693878,-0.334693878,-0.026,-4,-1.2,-5.2,-0.502040816,-3.226900239,-2.058527823
Kyle Guy,SG,22,SAC,49,3.346938776,0,2,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,10.1,0.5,0.5,0,0,0,0,0,0,0,0,21.8,0,0,0,-0.019,-3.3,-7.6,-10.9,0,-1.188399837,-12.35938904
Rui Hachimura,PF,21,WAS,48,42.70833333,42.70833333,29.2,5.8,12.1,0.482,0.4,1.9,0.208,5.4,10.2,0.533,0.498,1.8,2.2,0.852,1.6,4.2,5.8,1.6,0.7,0.1,0.8,2.3,13.9,14.2,0.533,0.158,0.178,5.6,16.5,10.8,8,1.2,0.4,5.8,19.7,1.366666667,0,1.5375,0.058,-1,-2.6,-3.6,-0.5125,-1.607099914,-5.152608208
Devon Hall,SG,24,OKC,50,8.2,0,4,0.2,1,0.2,0,0.4,0,0.2,0.6,0.333,0.2,0.6,0.8,0.75,0,0.2,0.2,0.6,0,0,0.2,0.2,1,3.6,0.37,0.4,0.8,0,5.3,2.8,19.2,0,0,12.9,17.1,0,0,0,-0.059,-6.8,-4.6,-11.5,0,0.331558514,-10.17005003
Tim Hardaway,SG,27,DAL,49,76.97959184,55.2244898,26.6,4.9,11.5,0.425,2.7,6.7,0.394,2.2,4.8,0.468,0.54,1.5,2,0.789,0.3,2.5,2.9,1.7,0.6,0.1,0.9,1.8,14,13.8,0.564,0.585,0.17,1.4,9.8,5.7,9.2,1.1,0.3,6.7,21.3,3.012244898,1.171428571,4.016326531,0.095,1.3,-2.6,-1.3,0.334693878,1.820920791,0.552656166
James Harden,SG,30,HOU,48,76.875,76.875,37.1,10.3,23.6,0.435,4.6,13,0.357,5.6,10.6,0.53,0.533,10.5,12.2,0.863,1.1,5.3,6.4,7.2,1.7,0.9,4.6,3.2,35.6,28.9,0.616,0.549,0.515,3,14.8,8.9,33.4,2.1,2.1,13.7,37,11.61666667,3.245833333,14.8625,0.251,8.9,-0.1,8.8,7.858333333,8.149401348,1.271403224
Maurice Harkless,SF,26,LAC,49,80.32653061,60.24489796,22.8,2.2,4.3,0.507,0.5,1.4,0.343,1.7,2.9,0.586,0.563,0.5,0.9,0.571,1,3,3.9,1,1,0.6,0.9,2.4,5.4,9.4,0.57,0.324,0.203,4.4,13.2,8.9,5.6,2,2.4,16.6,10.2,0.669387755,2.67755102,3.346938776,0.09,-1.8,3.1,1.3,1.506122449,-2.865020749,0.04136817
Jared Harper,PG,22,PHO,48,1.708333333,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.5,0,1,0,0,0,0,0,0,0,0,21.2,0,0,0,-0.516,-16.4,-7.2,-23.7,0,-20.88923878,-8.666293687
Montrezl Harrell,C,26,LAC,49,80.32653061,3.346938776,28.7,7.9,13.8,0.569,0,0.3,0,7.9,13.5,0.582,0.569,3.5,5.6,0.63,2.8,4.4,7.1,1.8,0.7,1.2,1.9,2.3,19.3,22.7,0.591,0.023,0.407,10.2,15.3,12.8,10.6,1.1,3.6,10.3,26.1,5.355102041,3.179591837,8.534693878,0.177,0.9,1.2,2.1,2.342857143,0.733655832,3.667098366
Gary Harris,SG,25,DEN,49,66.93877551,66.93877551,32.2,4.1,9.7,0.416,1.3,4.2,0.311,2.8,5.6,0.495,0.483,1.3,1.6,0.828,0.5,2.3,2.8,2.2,1.4,0.3,1,2.3,10.7,10,0.514,0.429,0.165,1.8,7.8,4.8,9.3,2.2,0.8,8.9,15.3,0.836734694,2.342857143,3.012244898,0.067,-1.1,0.3,-0.8,0.669387755,-2.388237676,1.839503783
Joe Harris,SF,28,BRK,48,80.29166667,80.29166667,31.5,5.1,11.1,0.461,2.4,6,0.405,2.7,5,0.527,0.571,1,1.4,0.734,0.9,3.2,4.1,2.1,0.7,0.3,1.5,2.4,13.7,12.1,0.585,0.545,0.123,2.8,10.2,6.6,10.2,1,0.7,11.2,17.4,2.391666667,2.05,4.441666667,0.084,0.2,-0.7,-0.5,0.854166667,0.307839416,-1.058245362
Tobias Harris,PF,27,PHI,50,82,82,34.4,7.5,15.7,0.476,1.7,4.9,0.354,5.7,10.8,0.531,0.531,2.6,3.2,0.805,0.7,6.1,6.7,2.9,0.8,0.6,1.6,2.4,19.3,16.6,0.563,0.313,0.202,2.2,19.2,10.8,13.6,1.1,1.4,8.5,23.5,3.444,3.772,7.38,0.125,0.1,0.1,0.2,1.64,0.05758477,-0.109682005
